vector_sim	direction_sim	length_sim	position_sim	duration_sim
0.9872695801615643	0.6446049600313851	0.9812655005722717	0.8500397310740124	0.46384905797272435
0.9911658152881065	0.6545320381291715	0.9876293346075486	0.9112415975068237	0.4051480365903781
0.9900412457100148	0.6715816590422714	0.9867896019807468	0.9022888536078577	0.4078469516872293
0.9855623017198544	0.6428265570227919	0.9816214096725526	0.8806110295979771	0.5056167310331873
0.9894220803409581	0.6673296212651711	0.9848825366723246	0.8583749959021417	0.511055102689893
0.9905691628246753	0.6544007078375634	0.9874770763323112	0.8961914626239478	0.5078608446876633
0.9819888707849772	0.7080542800085898	0.9754515028890093	0.887824385323791	0.5486358184379337
0.979777071577248	0.7249237515429763	0.9732832834895037	0.8856209184184428	0.5466218006188192
0.990705230478237	0.6666169693721099	0.9875569017891913	0.8650049249239896	0.5243411979129345
0.9808647799941996	0.7657175509892257	0.9752287440645555	0.871827713485509	0.5812441556508469
0.9872456356027706	0.6307435670064405	0.9831888387758418	0.8887789694961414	0.5084374032035978
0.9842502714858483	0.6949185047137995	0.9812448451621065	0.8817485444429942	0.5286380858283117
0.9906827709606018	0.6655796125097769	0.9872554133275856	0.890063087141786	0.49958094107914974
0.9877381440038466	0.6411979408643862	0.983355208377774	0.8524365042349513	0.5047751365226341
0.9923969387183644	0.6332015416300708	0.9891286407118144	0.8458340293826746	0.4664952611166973
0.9909048619019114	0.6364173712987561	0.986786497169003	0.8914951454465441	0.4670180725317025
0.9932369351055637	0.6303730121191982	0.9903062312668836	0.8408511152370998	0.5310107967973587
0.9891249201633006	0.6584960798348879	0.9858390842722778	0.9101009240718139	0.5001348003490654
0.9928426551984939	0.6410426453742358	0.9903397992456382	0.8965286075642063	0.45219352830334025
0.9928353243916056	0.6380272598078955	0.9902856620278176	0.9012739947012297	0.4570099196183362
0.992266947207376	0.6211891514066543	0.9885683882258967	0.8596480947776421	0.5077307721140589
0.9931249263359726	0.6425676103615144	0.9902564343670625	0.8953433404255483	0.44488138321190973
0.9865417938156726	0.6373570441119044	0.9819842723420621	0.859851533080529	0.4684653698335098
0.9896227817016785	0.6465565385717968	0.9860782074855582	0.8421191863393717	0.47235477234286405
0.9876357821036871	0.6417786284252173	0.9819842822766659	0.8312132589247028	0.49612575676590265
0.9884925788203383	0.6520030026680075	0.9838783416725002	0.8865426167135791	0.4256905732567801
0.9887827824801949	0.67512305754853	0.9842207855110107	0.8597763320309544	0.5159951806291372
0.9889353206600854	0.668688802000377	0.98542402361476	0.8439692188086896	0.5503704953090266
0.9852695736594085	0.638522871317719	0.9806728218541508	0.8505599786302176	0.5301552411460321
0.9925445083391894	0.614614511845542	0.9893587439111192	0.8566081736746508	0.47159343812438426
0.9869764630185444	0.6208794869128339	0.9822953063734887	0.8281511416706167	0.4987400761207255
0.9853850039370959	0.676767945165294	0.97939686394019	0.8541867048824748	0.4789654737844886
0.989105064590368	0.5929261118093092	0.9854239403345753	0.8702927480310114	0.42304246151317576
0.9909690906964256	0.6664647345705978	0.9877111857613499	0.8839492488334095	0.477975521840408
0.9893727809439222	0.6364137370386981	0.9855196436309708	0.8635260466401746	0.4595564197168202
0.9913555050388916	0.6206138116629366	0.9882169289417582	0.8656713117098817	0.45184035374815856
0.9824382988825381	0.6297604602760238	0.9759631906512248	0.8005720051553412	0.45053069447393146
0.99420240741136	0.630519451029497	0.992023983067927	0.9193806825199756	0.4559105586997391
0.9929214818784248	0.6187828809485313	0.990149352309233	0.8422688585609998	0.49440290765380773
0.9925303308538708	0.6398166078363356	0.9897579732036365	0.9329614278753265	0.5003844026047454
0.9906158501295138	0.6330533415659291	0.9873411266509442	0.878553977094962	0.5250216566453261
0.9713378995869262	0.6948598848577996	0.9648007321538415	0.8396438408974453	0.5838815041427637
0.9882878853694219	0.6500560466376228	0.9846470513594966	0.8920642970727399	0.5244051192695433
0.9894461115445826	0.6804371386532938	0.9862575387026238	0.8752739733534566	0.5186336010899213
0.9895023027033152	0.6381595428298004	0.9858682503744296	0.8492208827305098	0.5085268519477733
0.9892061285096388	0.6384246530045798	0.9851134575434305	0.8698897367220463	0.3741527763081085
0.9906262122434049	0.6426377884990063	0.9859750389230735	0.8807880705584039	0.5182972494262162
0.9915195314678853	0.6597680205520287	0.9878827014960736	0.88197145530453	0.4378505155166185
0.9892469331666794	0.6715504783301633	0.9856021950996413	0.8418383396239867	0.49785853518608864
0.9903953475140402	0.6576479120474461	0.9866649181367142	0.8828492972705455	0.4474025984190444
0.9909150131149376	0.6304015621274703	0.9870918335064648	0.8970052448035258	0.46348227039254974
0.98739509205984	0.651795612732362	0.9836248995459497	0.8836917018066148	0.4419230219108053
0.9878455068406492	0.7028526476541178	0.983214731108515	0.8551895603816697	0.4900934051696877
0.9886837617776092	0.7004224408899559	0.9840259011639595	0.891802371754915	0.5479726632475163
0.992476794981948	0.6447163281062847	0.9890288643228075	0.8715466981241567	0.5128186559213589
0.9900025946657589	0.6540801971278841	0.9863199437889656	0.8461708022922233	0.5431054831825142
0.9918357346809599	0.6618050713942237	0.9888739961484373	0.9355677278046411	0.4531245175225812
0.993011132663472	0.648430038396658	0.9905431960395412	0.8795847269875824	0.4582851499916338
0.9889342902152407	0.646233254110682	0.9842120306730463	0.8535635387776969	0.5388716411663852
0.9834565033237943	0.7089507648431415	0.9783519964591751	0.8596995686284554	0.5824257495334039
0.9870009353461477	0.6856523612126183	0.9830016220407547	0.8998001849632294	0.49147619951193117
0.9886906872988882	0.7150626512232865	0.9853103046279789	0.8923651844791879	0.5939861573749281
0.9916998123937428	0.6564048195940827	0.9889435294612058	0.9234215594621994	0.5176602818011563
0.9929845996219869	0.6305264358075698	0.9907798096560128	0.8881267839042596	0.531971487418433
0.9924618298980048	0.63954802583697	0.9895941929522921	0.9023973216512522	0.5109253147330239
0.9907757110286345	0.6398106556302752	0.9881215092469974	0.9133825608463866	0.5802632384788831
0.9931616156056635	0.6469925798542144	0.9909978400018853	0.921403622462091	0.5270137632038929
0.9909214677034633	0.6828974589950372	0.987954470114402	0.91888228159298	0.5148136941827689
0.9912318583517714	0.7186945143574396	0.9884912001735756	0.936901659807092	0.5349907040067892
0.9918719577824582	0.6962390585336155	0.9887325448422263	0.9044106736852342	0.45970523173830435
0.9903440550446724	0.6573139397223542	0.986264172201802	0.9134912325099976	0.40770643463076794
0.9910732900700493	0.6418232753486435	0.9881903124024615	0.8628932246524127	0.47616439506415836
0.9908285010900156	0.658553709454808	0.9872962676092868	0.8898060103819019	0.49564470826688944
0.9876771820738325	0.7183484391801502	0.9825439302422557	0.8976041727305774	0.5367862646024718
